,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PRECIPITATIONCAL
20170211,25.32,53.94,2.53,162.19,0.62,0.18,1.08,0.0
20170212,24.94,56.75,2.31,144.88,0.64,0.18,0.9,0.0
20170213,25.25,54.69,1.84,129.06,0.64,0.18,0.85,0.0
20170214,25.91,51.69,1.45,102.81,0.63,0.18,0.88,0.0
20170215,25.8,50.31,1.72,118.88,0.66,0.17,0.91,0.0
20170216,26.02,47.0,1.39,137.56,0.66,0.17,1.0,0.0
20170217,26.3,44.31,1.3,144.06,0.7,0.17,0.84,0.0
20170218,26.94,42.5,1.33,137.75,0.7,0.16,0.81,0.0
20170219,27.12,42.19,1.53,173.0,0.7,0.16,0.99,0.0
20170220,28.74,19.12,1.46,120.69,0.74,0.16,1.29,0.0
20170221,28.42,32.62,1.13,183.19,0.7,0.16,0.96,0.0
20170222,28.58,44.81,1.3,185.5,0.69,0.15,0.77,0.0
20170223,28.96,39.19,1.17,92.75,0.71,0.15,0.87,0.0
20170224,28.95,22.69,1.91,159.94,0.71,0.15,1.0,0.0
20170225,26.85,29.31,2.09,124.81,0.7,0.14,0.73,0.0
20170226,27.04,17.38,1.88,69.56,0.72,0.14,0.8,0.0
20170227,27.76,45.62,1.21,135.06,0.63,0.14,0.41,0.0
20170228,28.51,37.62,1.35,96.0,0.7,0.13,0.52,0.0
20170301,27.68,45.0,1.66,139.94,0.66,0.13,0.45,0.0
20170302,27.52,42.12,1.77,168.69,0.68,0.13,0.43,0.0
20170303,27.41,38.06,2.56,168.5,0.72,0.13,0.47,0.0
20170304,27.13,51.44,2.43,180.94,0.7,0.13,0.29,0.0
20170305,29.78,53.5,2.2,183.5,0.61,0.13,0.27,0.0
20170306,30.61,52.81,1.91,182.81,0.55,0.12,0.22,0.0
20170307,30.68,50.94,3.05,171.94,0.55,0.12,0.22,0.0
20170308,30.53,53.31,3.23,187.94,0.55,0.12,0.15,0.22
20170309,30.65,54.25,2.65,181.88,0.5,0.12,0.33,0.0
20170310,30.45,54.12,3.33,189.25,0.47,0.16,3.32,7.1
20170311,29.39,38.88,2.32,271.0,0.68,0.26,8.0,0.0
20170312,27.64,19.56,1.55,246.25,0.73,0.24,5.67,0.0
20170313,28.01,25.69,0.99,110.75,0.62,0.23,4.13,0.0
20170314,29.41,51.56,1.71,129.5,0.55,0.21,1.91,0.0
20170315,29.51,52.06,1.58,140.62,0.52,0.2,1.51,0.0
20170316,28.73,57.75,1.53,158.38,0.51,0.34,15.44,0.01
20170317,29.76,49.94,1.59,175.38,0.59,0.4,18.27,0.0
20170318,30.05,39.62,1.57,197.94,0.63,0.34,15.37,0.0
20170319,29.76,43.19,1.68,219.62,0.61,0.31,10.6,0.0
20170320,29.58,42.0,1.75,268.06,0.65,0.29,8.37,0.0
20170321,29.33,26.0,1.82,109.56,0.7,0.27,6.84,0.0
20170322,29.89,31.5,1.44,95.25,0.69,0.24,4.83,0.0
20170323,30.69,43.31,1.44,156.44,0.69,0.23,3.68,0.0
20170324,31.07,42.12,1.85,160.62,0.68,0.21,3.26,0.0
20170325,31.52,41.0,1.69,168.5,0.66,0.2,2.67,0.0
20170326,31.93,43.12,1.82,132.31,0.65,0.2,2.36,0.0
20170327,31.73,43.0,2.78,174.81,0.65,0.19,1.75,0.0
20170328,31.91,40.31,2.04,174.19,0.64,0.18,1.68,0.0
20170329,32.05,40.94,2.36,175.12,0.67,0.17,1.67,0.0
20170330,32.3,42.0,2.34,170.38,0.67,0.17,1.42,0.0
20170331,32.84,42.75,2.84,178.0,0.67,0.16,1.32,0.0
20170401,33.06,38.81,2.51,182.81,0.62,0.16,1.26,0.0
20170402,33.35,42.75,3.38,196.75,0.61,0.16,1.03,0.08
20170403,33.04,40.69,3.27,177.06,0.55,0.15,0.88,0.22
20170404,32.73,46.5,3.0,183.0,0.62,0.15,0.68,0.0
20170405,33.25,44.81,3.11,183.19,0.57,0.15,0.84,0.58
20170406,34.16,39.25,2.72,177.5,0.58,0.15,0.74,0.0
20170407,34.32,42.5,2.31,189.56,0.58,0.15,0.74,0.0
20170408,35.03,37.88,1.83,171.88,0.6,0.15,0.93,0.0
20170409,34.9,35.31,1.32,122.44,0.61,0.14,1.02,0.0
20170410,33.95,33.31,1.6,181.19,0.61,0.14,0.95,0.0
20170411,33.37,18.12,1.42,177.0,0.69,0.13,1.08,0.0
20170412,32.56,29.56,1.54,83.5,0.7,0.13,0.82,0.0
20170413,32.76,39.0,2.0,156.25,0.67,0.12,0.58,0.0
20170414,32.57,43.5,2.48,144.75,0.66,0.12,0.48,0.0
20170415,33.12,39.81,2.12,170.44,0.66,0.12,0.58,0.0
20170416,33.83,38.69,1.81,196.5,0.66,0.12,0.55,0.0
20170417,34.77,35.62,1.68,147.0,0.62,0.12,0.58,0.0
20170418,34.61,44.25,2.02,114.75,0.64,0.12,0.44,0.0
20170419,34.46,44.81,2.75,191.44,0.6,0.12,0.29,0.0
20170420,35.05,42.06,2.55,201.0,0.6,0.12,0.38,0.0
20170421,35.68,37.81,2.33,218.88,0.62,0.12,0.53,0.0
20170422,35.79,34.12,2.3,227.88,0.67,0.12,0.57,0.0
20170423,35.48,27.88,2.11,274.88,0.66,0.11,0.5,0.0
20170424,34.99,25.19,1.8,264.88,0.66,0.11,0.48,0.0
20170425,35.15,21.56,1.39,291.0,0.69,0.11,0.49,0.0
20170426,35.73,27.44,1.41,234.88,0.62,0.11,0.36,0.0
20170427,35.96,30.56,1.59,240.5,0.58,0.11,0.25,0.11
20170428,35.78,28.88,2.59,256.88,0.58,0.11,0.45,0.18
20170429,36.12,27.25,1.56,240.44,0.51,0.11,1.88,0.78
20170430,35.22,32.75,2.23,204.69,0.38,0.15,2.49,0.19
20170501,34.48,34.75,2.59,179.12,0.46,0.16,2.38,0.29
20170502,33.3,42.19,2.8,168.75,0.63,0.24,7.54,0.0
20170503,33.4,44.44,2.66,173.62,0.65,0.28,9.66,0.0
20170504,34.11,40.56,2.32,168.31,0.66,0.26,7.04,0.0
20170505,34.76,37.69,2.57,184.06,0.65,0.23,5.25,0.0
20170506,34.58,42.69,3.44,177.19,0.63,0.22,4.04,0.0
20170507,32.34,51.38,2.87,158.94,0.4,0.4,28.46,0.0
20170508,32.04,51.75,2.06,157.56,0.62,0.37,14.51,0.0
20170509,33.04,50.38,2.31,141.5,0.59,0.36,15.46,21.98
20170510,29.39,69.38,2.21,156.94,0.56,0.61,41.51,0.08
20170511,30.72,58.25,2.38,171.19,0.64,0.45,30.02,0.0
20170512,31.65,55.19,2.44,163.12,0.67,0.43,28.42,0.0
20170513,32.66,53.0,2.61,176.12,0.66,0.42,29.32,0.0
20170514,33.61,49.88,2.26,171.81,0.62,0.41,28.8,0.0
20170515,35.8,43.5,2.28,254.44,0.62,0.41,28.98,0.0
20170516,37.37,34.19,2.73,312.12,0.64,0.37,24.62,0.03
20170517,36.83,31.19,3.3,304.38,0.45,0.34,18.51,0.24
20170518,37.35,26.75,3.14,316.38,0.58,0.3,15.01,0.08
20170519,37.13,31.88,2.46,108.56,0.61,0.28,10.74,0.0
20170520,36.69,36.06,1.84,139.44,0.57,0.27,8.31,0.0
20170521,36.57,37.5,2.38,148.25,0.62,0.25,6.84,17.07
20170522,35.22,41.94,2.54,189.25,0.55,0.3,11.9,0.0
20170523,34.63,45.38,2.7,181.56,0.63,0.39,31.19,3.29
20170524,34.23,46.5,1.9,171.06,0.59,0.39,23.2,0.0
20170525,34.31,48.56,3.17,164.56,0.59,0.34,12.5,0.01
20170526,31.33,64.69,2.95,175.25,0.53,0.54,48.88,17.05
20170527,30.07,66.81,2.8,193.75,0.53,0.58,36.01,0.0
20170528,32.21,59.56,2.22,146.5,0.45,0.47,32.76,0.96
20170529,34.01,49.81,2.73,298.19,0.55,0.45,34.29,0.0
20170530,34.91,42.88,3.57,268.19,0.58,0.43,32.69,0.0
20170531,35.1,41.69,3.2,231.56,0.66,0.41,32.66,0.0
20170601,34.0,47.62,2.88,197.31,0.6,0.41,28.02,0.03
20170602,34.01,50.5,3.38,169.75,0.64,0.41,25.07,0.0
20170603,33.66,52.94,2.08,162.12,0.62,0.4,20.35,0.07
20170604,33.97,51.81,1.97,265.75,0.37,0.45,29.72,3.68
20170605,35.12,47.06,2.4,290.75,0.59,0.42,32.39,1.25
20170606,30.53,69.44,2.54,313.44,0.45,0.56,30.7,6.22
20170607,28.94,77.56,2.89,298.62,0.34,0.65,31.81,41.78
20170608,27.66,79.44,3.87,284.62,0.38,0.7,38.37,13.04
20170609,27.95,76.44,3.12,287.62,0.31,0.61,31.1,1.32
20170610,27.94,75.62,2.83,277.56,0.47,0.59,26.37,5.72
20170611,28.24,75.56,1.85,234.56,0.35,0.59,30.63,12.8
20170612,27.26,82.31,2.16,224.38,0.42,0.7,30.37,7.99
20170613,27.86,78.25,2.84,206.5,0.4,0.66,43.95,0.0
20170614,27.42,82.19,3.28,263.56,0.36,0.59,21.82,0.41
20170615,27.64,80.19,2.87,262.56,0.31,0.59,24.58,5.6
20170616,28.23,76.88,2.16,256.62,0.26,0.58,33.46,1.31
20170617,29.72,68.44,1.46,273.88,0.54,0.55,43.17,10.05
20170618,28.94,74.69,2.42,273.69,0.5,0.63,34.72,57.02
20170619,27.21,83.25,2.64,255.38,0.28,0.7,27.69,0.08
20170620,28.08,77.12,2.84,255.38,0.32,0.62,32.7,0.06
20170621,29.15,70.5,2.56,255.19,0.53,0.6,40.78,0.34
20170622,28.88,70.44,2.65,260.69,0.58,0.59,35.71,3.78
20170623,28.69,76.12,2.71,265.75,0.44,0.67,40.32,2.5
20170624,27.23,81.44,2.86,247.25,0.44,0.63,27.35,3.34
20170625,27.15,81.5,2.66,243.94,0.35,0.7,33.92,20.31
20170626,27.07,79.81,2.73,251.38,0.34,0.7,36.26,1.93
20170627,27.69,76.75,3.2,262.88,0.38,0.72,60.1,11.07
20170628,27.99,74.19,3.44,256.62,0.34,0.69,60.01,3.8
20170629,28.55,70.94,3.34,257.19,0.42,0.63,57.54,0.71
20170630,28.42,74.38,3.11,261.44,0.31,0.66,50.88,14.44
20170701,28.38,75.0,3.09,260.69,0.24,0.67,48.26,27.49
20170702,28.65,71.75,3.45,248.06,0.34,0.64,47.64,6.51
20170703,28.18,73.94,3.45,243.88,0.3,0.66,48.13,0.91
20170704,29.08,68.69,3.5,270.75,0.5,0.61,57.89,0.0
20170705,28.8,69.88,3.03,278.31,0.48,0.6,46.99,0.1
20170706,27.52,75.0,2.7,275.75,0.23,0.62,37.87,2.46
20170707,27.31,78.75,2.58,261.38,0.27,0.64,34.09,20.58
20170708,28.51,73.0,2.8,286.62,0.47,0.62,46.61,0.19
20170709,28.55,71.5,2.46,276.06,0.38,0.59,46.72,1.7
20170710,28.46,74.56,2.49,283.5,0.51,0.63,40.52,14.28
20170711,27.73,79.94,1.91,294.0,0.3,0.71,37.61,7.26
20170712,28.23,73.62,3.14,290.5,0.45,0.64,52.56,3.25
20170713,26.89,78.75,3.04,260.94,0.34,0.74,42.69,17.35
20170714,26.4,82.31,3.56,248.19,0.3,0.75,43.78,11.18
20170715,26.73,79.81,3.99,261.75,0.3,0.74,46.61,13.34
20170716,26.11,83.0,3.2,272.56,0.23,0.77,40.07,28.6
20170717,25.32,87.19,3.72,279.25,0.16,0.85,36.81,33.49
20170718,25.85,86.25,5.05,268.5,0.1,0.84,43.48,20.07
20170719,27.26,77.69,4.82,253.38,0.45,0.8,70.56,1.44
20170720,26.78,86.06,3.86,226.62,0.47,0.92,78.02,0.03
20170721,27.8,81.56,3.57,238.25,0.54,0.85,67.92,0.16
20170722,27.84,79.75,3.09,239.5,0.5,0.79,58.37,0.0
20170723,28.01,77.94,3.37,256.06,0.49,0.77,62.86,0.5
20170724,27.58,78.56,3.2,261.88,0.45,0.77,55.75,0.22
20170725,28.1,76.56,3.31,269.12,0.54,0.76,73.68,0.33
20170726,27.88,77.12,3.15,270.69,0.58,0.75,62.03,0.06
20170727,28.05,75.38,2.86,275.38,0.53,0.74,69.03,0.62
20170728,28.4,76.88,2.1,269.75,0.47,0.76,64.28,1.12
20170729,28.4,76.44,1.87,259.06,0.49,0.77,54.43,0.0
20170730,27.59,82.06,2.09,254.75,0.47,0.75,42.74,0.92
20170731,27.99,80.06,2.02,280.44,0.48,0.77,52.0,0.3
20170801,27.14,84.12,2.33,264.62,0.49,0.76,48.07,4.99
20170802,26.47,85.56,2.67,271.31,0.27,0.75,39.02,0.68
20170803,26.81,81.81,2.5,282.5,0.54,0.75,37.66,0.0
20170804,26.67,81.44,2.66,303.38,0.43,0.74,40.08,0.18
20170805,26.7,84.88,2.37,276.56,0.22,0.77,49.51,5.44
20170806,27.22,82.62,2.2,304.0,0.37,0.77,60.62,0.39
20170807,28.24,78.44,1.16,287.31,0.45,0.77,58.78,19.18
20170808,27.65,81.12,0.66,235.62,0.34,0.84,43.27,0.19
20170809,25.98,89.19,1.01,236.75,0.26,0.87,26.38,15.92
20170810,26.71,85.12,1.89,222.69,0.53,0.82,47.83,0.24
20170811,27.06,85.06,1.77,239.75,0.45,0.8,48.95,0.17
20170812,26.09,88.06,1.78,283.25,0.38,0.82,36.54,4.26
20170813,26.14,87.12,1.69,267.0,0.2,0.82,39.38,16.09
20170814,25.9,84.75,1.71,311.81,0.43,0.79,45.66,0.27
20170815,26.68,79.75,1.56,281.44,0.52,0.78,46.83,0.0
20170816,26.58,84.38,1.67,296.38,0.46,0.78,44.61,3.33
20170817,25.57,89.06,1.91,293.62,0.35,0.81,30.4,1.7
20170818,25.62,87.75,3.34,282.94,0.1,0.82,41.49,82.15
20170819,24.8,89.06,5.5,257.62,0.15,0.88,44.17,15.86
20170820,25.46,85.62,3.23,244.56,0.3,0.83,50.8,0.27
20170821,26.13,79.69,1.84,211.38,0.55,0.8,68.35,0.01
20170822,27.69,72.44,1.55,234.06,0.51,0.8,76.4,7.83
20170823,27.5,78.81,1.22,293.0,0.45,0.81,54.63,0.57
20170824,26.66,86.75,1.95,311.56,0.28,0.82,44.2,14.8
20170825,25.98,90.0,2.58,269.94,0.3,0.88,41.72,5.58
20170826,26.98,85.75,2.28,283.56,0.27,0.82,60.86,0.68
20170827,26.82,88.06,2.2,261.38,0.23,0.82,42.85,5.49
20170828,25.26,92.69,2.63,231.44,0.16,0.84,23.64,9.63
20170829,26.1,85.12,2.68,206.25,0.33,0.88,65.04,57.92
20170830,26.71,80.75,1.65,219.88,0.57,0.83,60.74,0.0
20170831,27.98,79.25,1.7,280.88,0.46,0.81,58.76,0.26
20170901,27.47,82.12,1.62,273.56,0.47,0.83,46.35,0.95
20170902,27.8,79.12,1.03,268.19,0.54,0.81,58.91,26.63
20170903,27.62,82.62,1.39,237.81,0.59,0.85,64.44,6.3
20170904,27.33,84.31,1.34,306.81,0.56,0.84,52.73,2.75
20170905,27.26,86.81,1.26,322.5,0.44,0.85,41.7,11.29
20170906,26.85,89.31,1.37,272.88,0.49,0.85,30.14,8.59
20170907,26.79,86.62,1.41,170.94,0.5,0.84,40.22,9.07
20170908,27.23,87.06,1.35,146.0,0.52,0.82,50.17,0.1
20170909,27.45,85.0,1.41,158.81,0.59,0.81,55.52,0.0
20170910,27.2,87.44,1.39,143.5,0.54,0.81,49.93,0.04
20170911,26.87,89.88,1.66,116.0,0.58,0.81,38.64,0.15
20170912,26.81,89.56,1.2,156.25,0.57,0.81,31.98,0.19
20170913,26.4,89.75,1.49,175.56,0.55,0.82,35.96,0.47
20170914,26.33,88.75,1.51,186.25,0.24,0.83,42.34,3.16
20170915,26.61,86.81,1.46,231.31,0.5,0.84,47.71,0.21
20170916,27.15,83.25,1.23,256.12,0.54,0.83,51.84,0.09
20170917,25.97,90.62,1.73,251.44,0.29,0.82,28.64,16.81
20170918,25.69,85.94,2.66,259.44,0.38,0.81,48.18,0.22
20170919,26.51,82.38,2.79,269.88,0.45,0.8,61.29,0.4
20170920,26.73,84.56,2.38,236.94,0.34,0.8,57.32,0.13
20170921,25.95,86.12,3.08,226.31,0.46,0.79,48.36,0.29
20170922,25.99,86.12,1.59,283.44,0.47,0.8,41.81,0.05
20170923,26.97,81.31,1.33,329.94,0.62,0.78,59.44,0.12
20170924,26.72,82.0,1.3,194.75,0.5,0.78,45.1,3.51
20170925,26.09,88.06,1.51,236.5,0.49,0.84,32.47,38.49
20170926,26.62,88.62,1.84,193.25,0.48,0.84,42.81,6.83
20170927,26.58,88.0,1.45,242.0,0.46,0.83,33.7,35.1
20170928,26.32,87.94,1.03,217.0,0.46,0.84,31.08,0.72
20170929,26.1,88.94,1.62,325.75,0.36,0.84,38.71,7.87
20170930,26.09,86.31,2.0,201.88,0.46,0.84,49.03,1.29
20171001,26.67,82.38,0.7,233.88,0.45,0.82,43.73,15.2
20171002,26.85,85.81,0.8,157.62,0.45,0.84,46.61,3.91
20171003,26.4,88.62,0.78,214.06,0.41,0.84,28.61,0.82
20171004,26.04,90.25,1.19,176.56,0.4,0.84,34.27,4.78
20171005,26.23,90.56,0.89,118.56,0.47,0.84,30.93,0.05
20171006,26.33,89.5,1.3,112.56,0.43,0.85,43.25,7.79
20171007,26.51,89.62,1.34,141.44,0.43,0.84,42.96,1.39
20171008,26.51,89.31,1.4,180.69,0.44,0.84,43.07,1.45
20171009,26.4,89.62,1.17,145.38,0.46,0.84,33.39,2.25
20171010,26.0,88.94,1.13,136.81,0.51,0.84,40.2,0.92
20171011,26.93,82.81,0.73,139.56,0.53,0.83,53.8,0.0
20171012,26.33,88.56,1.07,219.06,0.54,0.83,39.95,3.69
20171013,26.34,86.81,0.71,192.31,0.55,0.83,28.72,4.01
20171014,26.95,86.62,0.73,155.31,0.52,0.84,42.06,11.48
20171015,26.34,90.88,0.55,161.62,0.52,0.84,19.75,0.43
20171016,26.44,85.81,2.11,194.06,0.59,0.82,54.81,0.08
20171017,25.79,83.94,2.34,287.5,0.6,0.8,61.05,2.4
20171018,24.81,80.75,2.12,352.12,0.54,0.8,64.04,0.0
20171019,24.12,80.31,1.91,256.75,0.48,0.8,41.37,0.17
20171020,24.64,83.19,0.66,251.62,0.41,0.8,20.38,0.17
20171021,25.29,80.94,1.52,252.44,0.46,0.8,53.03,0.31
20171022,26.19,84.62,1.43,263.19,0.48,0.79,48.14,0.15
20171023,26.68,84.69,1.72,126.38,0.51,0.78,51.07,0.0
20171024,26.04,84.81,1.24,53.75,0.41,0.78,42.94,0.54
20171025,25.93,82.12,0.96,58.19,0.58,0.78,52.13,0.0
20171026,25.46,79.38,0.98,115.88,0.64,0.77,52.99,0.0
20171027,25.25,74.0,0.95,38.06,0.66,0.77,53.18,0.0
20171028,23.8,73.88,1.38,19.69,0.6,0.76,58.18,0.0
20171029,23.62,77.06,1.2,48.81,0.65,0.76,53.04,0.0
20171030,23.58,79.12,1.54,32.12,0.63,0.75,56.22,0.0
20171031,22.91,72.69,1.62,54.31,0.65,0.74,53.75,0.0
20171101,21.89,77.0,1.66,36.44,0.62,0.74,52.74,0.01
20171102,21.12,78.44,1.81,27.56,0.66,0.73,50.66,0.0
20171103,21.11,79.19,1.84,32.94,0.68,0.73,50.63,0.0
20171104,22.23,81.81,1.92,43.19,0.62,0.73,49.37,0.0
20171105,24.39,84.5,1.66,66.81,0.66,0.72,52.36,0.0
20171106,23.74,82.44,1.52,37.69,0.67,0.72,50.96,0.0
20171107,23.35,79.06,1.34,36.88,0.67,0.71,51.48,0.0
20171108,23.02,76.75,1.38,38.31,0.66,0.7,51.06,0.0
20171109,22.29,74.62,1.38,22.19,0.68,0.7,51.51,0.0
20171110,21.54,76.94,1.59,29.12,0.66,0.7,51.03,0.0
20171111,21.08,79.0,2.0,64.25,0.54,0.69,47.96,0.09
20171112,21.56,79.06,1.98,32.19,0.5,0.69,42.92,0.44
20171113,22.71,83.69,1.77,24.25,0.58,0.68,33.33,0.0
20171114,23.94,86.38,1.62,29.81,0.54,0.69,32.92,5.36
20171115,24.5,83.44,2.48,42.62,0.65,0.67,52.98,0.0
20171116,24.36,83.56,2.59,214.25,0.52,0.66,49.53,0.0
20171117,24.12,85.31,1.43,80.5,0.56,0.68,45.68,0.38
20171118,24.37,85.44,1.59,31.12,0.58,0.66,41.58,0.0
20171119,25.37,83.5,0.58,193.12,0.53,0.66,39.45,0.6
20171120,25.64,82.19,0.94,120.62,0.55,0.66,42.05,0.0
20171121,24.98,83.94,1.28,77.12,0.53,0.65,36.31,0.0
20171122,25.29,79.31,0.62,172.31,0.55,0.66,43.0,0.0
20171123,24.53,81.81,1.05,198.31,0.45,0.65,37.86,0.0
20171124,23.67,81.75,1.18,50.69,0.51,0.63,37.4,0.0
20171125,21.32,76.38,1.49,54.0,0.6,0.62,39.6,0.05
20171126,20.87,72.19,1.27,49.88,0.61,0.62,35.92,0.0
20171127,21.05,73.06,1.17,49.75,0.68,0.62,36.09,0.0
20171128,20.53,72.12,1.24,59.56,0.68,0.61,36.7,0.0
20171129,20.51,75.0,1.27,86.81,0.66,0.6,34.35,0.0
20171130,20.42,72.81,1.41,70.94,0.69,0.59,35.17,0.0
20171201,20.35,76.75,1.55,75.81,0.66,0.59,32.36,0.0
20171202,19.83,78.38,1.46,80.75,0.55,0.59,26.26,0.05
20171203,19.33,74.12,1.39,72.19,0.66,0.59,30.77,0.0
20171204,19.26,73.75,1.17,83.0,0.66,0.58,28.67,0.0
20171205,19.96,75.62,1.49,108.12,0.66,0.57,29.15,0.0
20171206,20.4,74.06,1.12,94.94,0.66,0.57,28.12,0.0
20171207,20.73,71.31,1.37,39.5,0.66,0.56,23.67,0.0
20171208,20.19,70.38,2.18,88.19,0.65,0.55,29.43,0.0
20171209,21.4,68.5,2.36,122.81,0.64,0.55,31.68,0.0
20171210,21.11,65.62,1.78,77.38,0.7,0.55,30.42,0.0
20171211,21.41,61.38,1.12,74.69,0.67,0.54,29.03,0.0
20171212,22.56,60.88,0.95,55.5,0.59,0.54,27.38,0.0
20171213,22.9,70.88,1.0,67.81,0.6,0.53,25.51,0.0
20171214,22.4,72.25,1.43,78.5,0.61,0.52,25.9,0.0
20171215,21.68,71.25,1.3,68.38,0.63,0.52,24.04,0.0
20171216,21.36,67.56,1.31,49.0,0.64,0.52,24.91,0.0
20171217,20.88,70.25,1.49,49.12,0.6,0.52,23.57,0.0
20171218,20.38,69.38,1.77,74.69,0.65,0.52,21.85,0.0
20171219,20.15,59.38,1.44,50.56,0.62,0.51,21.39,0.02
20171220,20.23,53.12,1.22,62.56,0.67,0.51,21.83,0.0
20171221,20.49,56.62,1.16,57.38,0.66,0.5,21.69,0.0
20171222,20.59,58.94,1.12,44.62,0.65,0.5,20.69,0.0
20171223,20.66,64.62,1.17,57.25,0.61,0.5,19.38,0.0
20171224,21.18,67.06,1.12,94.56,0.59,0.5,17.58,0.0
20171225,21.69,65.5,1.03,85.31,0.62,0.49,18.13,0.0
20171226,20.43,60.12,1.59,41.31,0.62,0.49,19.2,0.0
20171227,19.08,58.25,1.34,52.75,0.66,0.48,19.16,0.0
20171228,19.39,55.38,1.23,79.25,0.7,0.48,18.83,0.0
20171229,20.36,61.31,1.15,92.12,0.66,0.48,17.45,0.0
20171230,20.89,65.88,1.34,85.62,0.69,0.48,17.78,0.0
20171231,21.9,61.94,0.88,86.69,0.65,0.48,17.29,0.0
20180101,22.25,62.0,1.13,178.25,0.66,0.48,18.88,0.0
20180102,21.79,67.62,0.9,133.06,0.6,0.48,15.72,0.0
20180103,21.19,61.44,1.12,119.88,0.62,0.48,16.23,0.0
20180104,20.33,50.5,1.55,62.62,0.64,0.47,17.09,0.0
20180105,20.05,54.62,1.41,53.75,0.68,0.47,17.12,0.0
20180106,19.87,58.5,1.08,73.19,0.67,0.47,15.23,0.0
20180107,20.37,54.56,0.97,82.75,0.62,0.47,15.24,0.0
20180108,19.84,60.19,1.52,77.06,0.62,0.47,14.57,0.0
20180109,20.19,52.88,1.26,59.31,0.66,0.47,15.52,0.0
20180110,22.07,52.88,1.01,41.75,0.66,0.46,16.78,0.0
20180111,22.83,55.69,1.05,126.62,0.64,0.46,17.36,0.0
20180112,22.74,48.88,1.35,84.12,0.65,0.45,17.43,0.0
20180113,23.6,48.69,1.34,39.0,0.66,0.45,17.48,0.0
20180114,23.73,64.12,1.23,75.69,0.6,0.45,14.28,0.0
20180115,23.37,64.56,1.25,72.75,0.55,0.45,14.15,0.0
20180116,23.3,51.5,1.55,32.69,0.68,0.45,17.28,0.0
20180117,22.76,54.62,1.26,59.62,0.67,0.45,15.48,0.0
20180118,22.09,52.56,1.31,82.88,0.68,0.45,14.92,0.0
20180119,21.72,45.5,1.16,38.06,0.69,0.44,14.98,0.0
20180120,22.12,46.31,0.97,52.38,0.67,0.44,14.34,0.0
20180121,22.07,46.06,1.05,78.19,0.67,0.43,13.51,0.0
20180122,21.35,61.19,1.06,146.56,0.66,0.43,11.28,0.0
20180123,22.05,63.5,1.4,168.38,0.63,0.42,11.39,0.0
20180124,22.8,59.56,1.2,179.12,0.57,0.41,11.25,0.0
20180125,21.76,40.62,1.72,123.5,0.53,0.41,13.7,0.0
20180126,21.5,30.38,1.34,103.19,0.66,0.39,13.26,0.0
20180127,22.58,30.75,0.77,136.94,0.59,0.38,11.38,0.0
20180128,22.33,47.56,1.12,73.62,0.63,0.37,8.87,0.0
20180129,22.51,53.12,1.33,76.12,0.67,0.37,9.09,0.0
20180130,22.55,44.31,1.45,137.19,0.7,0.35,8.99,0.32
20180131,22.55,30.31,1.57,106.75,0.7,0.34,9.94,0.0
20180201,23.61,24.12,1.84,197.56,0.75,0.33,9.03,0.0
20180202,24.45,25.19,1.15,88.56,0.72,0.31,8.14,0.0
20180203,23.31,48.81,1.41,160.62,0.72,0.3,5.98,0.0
20180204,23.37,53.44,1.66,164.31,0.72,0.3,5.49,0.0
20180205,23.23,53.44,1.61,163.06,0.63,0.3,4.31,0.0
20180206,24.77,49.62,1.11,133.25,0.7,0.29,5.1,0.0
20180207,23.6,54.12,1.34,188.94,0.45,0.28,2.4,2.18
20180208,26.17,37.69,0.84,164.5,0.65,0.28,5.3,0.3
20180209,26.17,50.5,1.38,185.88,0.55,0.27,3.35,0.0
20180210,26.78,49.75,1.23,167.12,0.49,0.27,3.07,1.57
20180211,25.21,62.94,2.58,152.06,0.38,0.27,1.24,0.74
20180212,26.13,58.81,2.57,153.25,0.58,0.26,2.93,0.0
20180213,25.48,54.31,2.06,140.56,0.55,0.25,2.67,0.0
20180214,25.53,51.5,1.59,56.25,0.62,0.25,2.83,0.0
20180215,26.05,42.0,1.29,41.19,0.64,0.24,2.96,0.0
20180216,25.17,28.81,2.11,143.75,0.67,0.23,2.96,0.0
20180217,25.26,26.56,1.89,17.38,0.73,0.23,3.01,0.0
20180218,26.2,41.31,0.98,139.31,0.7,0.22,2.45,0.0
20180219,26.22,52.62,1.57,159.38,0.67,0.21,1.68,0.0
20180220,27.08,51.06,1.53,124.5,0.66,0.2,1.61,0.0
20180221,27.13,46.56,1.33,109.62,0.64,0.2,1.54,0.0
20180222,27.24,44.81,1.41,102.88,0.67,0.2,1.58,0.0
20180223,27.26,47.56,1.84,155.56,0.69,0.2,1.45,0.0
20180224,26.73,48.25,2.13,153.81,0.71,0.19,1.24,0.0
20180225,26.83,40.38,1.45,132.75,0.73,0.18,1.52,0.0
20180226,27.92,32.19,0.99,114.0,0.7,0.18,1.62,0.0
20180227,29.26,27.5,1.27,96.19,0.66,0.17,1.24,0.0
20180228,29.26,24.25,1.11,147.25,0.71,0.17,1.37,0.0
20180301,29.05,28.88,0.89,132.44,0.71,0.16,1.25,0.0
20180302,29.56,27.31,0.97,125.25,0.7,0.16,1.19,0.0
20180303,29.35,30.75,0.99,138.62,0.68,0.16,0.98,0.0
20180304,29.08,27.88,1.83,173.38,0.66,0.15,0.94,0.0
